Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
1,tt0056751,2022-03-29,2022-03-29,,"Doctor Who","Doctor Who",https://www.imdb.com/title/tt0056751/,TV Series,8.4,25,1963,"Adventure, Drama, Family, Sci-Fi",41565,1963-11-23,,,
2,tt0261655,2022-03-29,2022-03-29,,"Doctor Who: Dimensions in Time","Doctor Who: Dimensions in Time",https://www.imdb.com/title/tt0261655/,TV Mini Series,4.8,13,1993,"Short, Comedy, Sci-Fi",619,1993-11-26,,,
3,tt0116118,2022-03-29,2022-03-29,,"Doctor Who: The Movie","Doctor Who",https://www.imdb.com/title/tt0116118/,TV Movie,6.3,89,1996,"Adventure, Drama, Sci-Fi",11430,1996-05-14,"Geoffrey Sax",,
4,tt3332546,2022-03-29,2022-03-29,,"Doctor Who: The Night of the Doctor","Doctor Who: The Night of the Doctor",https://www.imdb.com/title/tt3332546/,Video,9.0,7,2013,"Short, Sci-Fi",4232,2013-11-14,"John Hayes",,
5,tt3395306,2022-03-29,2022-03-29,,"Doctor Who: The Last Day","Doctor Who: The Last Day",https://www.imdb.com/title/tt3395306/,Short,6.5,4,2013,"Short, Adventure, Drama, Family, Sci-Fi",153,2013-11-21,"Jamie Magnus Stone",,
6,tt2779318,2022-03-29,2022-03-29,,"Doctor Who: The Day of the Doctor","Doctor Who: The Day of the Doctor",https://www.imdb.com/title/tt2779318/,TV Episode,9.3,77,2013,"Adventure, Drama, Sci-Fi",21204,2013-11-23,"Nick Hurran",,
7,tt0436992,2022-03-29,2022-03-29,,"Doctor Who","Doctor Who",https://www.imdb.com/title/tt0436992/,TV Series,8.5,45,2005,"Adventure, Drama, Sci-Fi",264045,2006-03-17,,5,2025-03-11
8,tt0562992,2022-03-29,2022-03-29,,"Doctor Who: Rose","Doctor Who: Rose",https://www.imdb.com/title/tt0562992/,TV Episode,7.5,45,2005,"Adventure, Drama, Sci-Fi",12248,2006-03-17,"Keith Boak",,
9,tt0562997,2022-03-29,2022-03-29,,"Doctor Who: The End of the World","Doctor Who: The End of the World",https://www.imdb.com/title/tt0562997/,TV Episode,7.5,45,2005,"Adventure, Drama, Sci-Fi",10794,2006-03-17,"Euros Lyn",,
10,tt0563001,2022-03-29,2022-03-29,,"Doctor Who: The Unquiet Dead","Doctor Who: The Unquiet Dead",https://www.imdb.com/title/tt0563001/,TV Episode,7.4,45,2005,"Adventure, Drama, Sci-Fi",10081,2006-03-24,"Euros Lyn",,
11,tt0562985,2022-03-29,2022-03-29,,"Doctor Who: Aliens of London","Doctor Who: Aliens of London",https://www.imdb.com/title/tt0562985/,TV Episode,6.9,45,2005,"Adventure, Drama, Sci-Fi",9782,2006-03-31,"Keith Boak",,
12,tt0563003,2022-03-29,2022-03-29,,"Doctor Who: World War Three","Doctor Who: World War Three",https://www.imdb.com/title/tt0563003/,TV Episode,6.9,45,2005,"Adventure, Drama, Sci-Fi",9484,2006-04-07,"Keith Boak",,
13,tt0562988,2022-03-29,2022-03-29,,"Doctor Who: Dalek","Doctor Who: Dalek",https://www.imdb.com/title/tt0562988/,TV Episode,8.6,45,2005,"Adventure, Drama, Sci-Fi",10737,2006-04-14,"Joe Ahearne",,
14,tt0562999,2022-03-29,2022-03-29,,"Doctor Who: The Long Game","Doctor Who: The Long Game",https://www.imdb.com/title/tt0562999/,TV Episode,7.0,45,2005,"Adventure, Drama, Sci-Fi",9329,2006-04-21,"Brian Grant",,
15,tt0562989,2022-03-29,2022-03-29,,"Doctor Who: Father's Day","Doctor Who: Father's Day",https://www.imdb.com/title/tt0562989/,TV Episode,8.3,45,2005,"Adventure, Drama, Sci-Fi",10184,2006-04-28,"Joe Ahearne",,
16,tt0562996,2022-03-29,2022-03-29,,"Doctor Who: The Empty Child","Doctor Who: The Empty Child",https://www.imdb.com/title/tt0562996/,TV Episode,9.0,45,2005,"Adventure, Drama, Sci-Fi",12043,2006-05-05,"James Hawes",,
17,tt0562995,2022-03-29,2022-03-29,,"Doctor Who: The Doctor Dances","Doctor Who: The Doctor Dances",https://www.imdb.com/title/tt0562995/,TV Episode,9.1,45,2005,"Adventure, Drama, Sci-Fi",11189,2006-05-12,"James Hawes",,
18,tt0562987,2022-03-29,2022-03-29,,"Doctor Who: Boom Town","Doctor Who: Boom Town",https://www.imdb.com/title/tt0562987/,TV Episode,7.1,45,2005,"Adventure, Drama, Sci-Fi",8923,2006-05-19,"Joe Ahearne",,
19,tt0562986,2022-03-29,2022-03-29,,"Doctor Who: Bad Wolf","Doctor Who: Bad Wolf",https://www.imdb.com/title/tt0562986/,TV Episode,8.6,45,2005,"Adventure, Drama, Sci-Fi",9971,2006-06-02,"Joe Ahearne",,
20,tt0563000,2022-03-29,2022-03-29,,"Doctor Who: The Parting of the Ways","Doctor Who: The Parting of the Ways",https://www.imdb.com/title/tt0563000/,TV Episode,9.0,45,2005,"Adventure, Drama, Sci-Fi",10622,2006-06-09,"Joe Ahearne",,
21,tt3881932,2022-03-29,2022-03-29,,"Doctor Who: Children in Need Special","Doctor Who: Children in Need Special",https://www.imdb.com/title/tt3881932/,Video,7.7,7,2005,"Short, Sci-Fi",613,2005-11-18,"Euros Lyn",,
22,tt0562994,2022-03-29,2022-03-29,,"Doctor Who: The Christmas Invasion","Doctor Who: The Christmas Invasion",https://www.imdb.com/title/tt0562994/,TV Episode,8.0,60,2005,"Adventure, Drama, Sci-Fi",9863,2006-09-29,"James Hawes",,
23,tt0777210,2022-03-29,2022-03-29,,"Doctor Who: Attack of the Graske","Doctor Who: Attack of the Graske",https://www.imdb.com/title/tt0777210/,Video Game,6.5,14,2005,"Adventure, Sci-Fi",254,2005-12-25,"Ashley Way",,
24,tt0897331,2022-03-29,2022-03-29,,"Tardisodes","Tardisodes",https://www.imdb.com/title/tt0897331/,TV Series,7.1,1,2006,"Short, Drama, Sci-Fi",274,2006-04-01,,,
25,tt0908891,2022-03-29,2022-03-29,,"Tardisodes: Prelude to New Earth","Tardisodes: Prelude to New Earth",https://www.imdb.com/title/tt0908891/,TV Episode,6.4,1,2006,"Short, Drama, Sci-Fi",57,2006-04-01,"Ashley Way",,
26,tt0562990,2022-03-29,2022-03-29,,"Doctor Who: New Earth","Doctor Who: New Earth",https://www.imdb.com/title/tt0562990/,TV Episode,7.3,45,2006,"Adventure, Drama, Sci-Fi",9322,2006-09-29,"James Hawes",,
27,tt0908895,2022-03-29,2022-03-29,,"Tardisodes: Prelude to Tooth and Claw","Tardisodes: Prelude to Tooth and Claw",https://www.imdb.com/title/tt0908895/,TV Episode,6.4,1,2006,"Short, Drama, Sci-Fi",54,2006-04-08,"Ashley Way",,
28,tt0563002,2022-03-29,2022-03-29,,"Doctor Who: Tooth and Claw","Doctor Who: Tooth and Claw",https://www.imdb.com/title/tt0563002/,TV Episode,7.6,45,2006,"Adventure, Drama, Sci-Fi",9335,2006-10-06,"Euros Lyn",,
29,tt0908893,2022-03-29,2022-03-29,,"Tardisodes: Prelude to School Reunion","Tardisodes: Prelude to School Reunion",https://www.imdb.com/title/tt0908893/,TV Episode,6.5,1,2006,"Short, Drama, Sci-Fi",54,2006-04-15,"Ashley Way",,
30,tt0562993,2022-03-29,2022-03-29,,"Doctor Who: School Reunion","Doctor Who: School Reunion",https://www.imdb.com/title/tt0562993/,TV Episode,8.2,45,2006,"Adventure, Drama, Sci-Fi",9881,2006-10-13,"James Hawes",,
31,tt0908894,2022-03-29,2022-03-29,,"Tardisodes: Prelude to the Girl in the Fireplace","Tardisodes: Prelude to the Girl in the Fireplace",https://www.imdb.com/title/tt0908894/,TV Episode,6.9,1,2006,"Short, Drama, Sci-Fi",55,2006-04-22,"Ashley Way",,
32,tt0562998,2022-03-29,2022-03-29,,"Doctor Who: The Girl in the Fireplace","Doctor Who: The Girl in the Fireplace",https://www.imdb.com/title/tt0562998/,TV Episode,9.2,45,2006,"Adventure, Drama, Sci-Fi",14493,2006-10-20,"Euros Lyn",,
33,tt0908892,2022-03-29,2022-03-29,,"Tardisodes: Prelude to Rise of the Cybermen","Tardisodes: Prelude to Rise of the Cybermen",https://www.imdb.com/title/tt0908892/,TV Episode,6.5,1,2006,"Short, Drama, Sci-Fi",56,2006-04-29,"Ashley Way",,
34,tt0562991,2022-03-29,2022-03-29,,"Doctor Who: Rise of the Cybermen","Doctor Who: Rise of the Cybermen",https://www.imdb.com/title/tt0562991/,TV Episode,7.7,45,2006,"Adventure, Drama, Sci-Fi",8841,2006-10-27,"Graeme Harper",,
35,tt0912306,2022-03-29,2022-03-29,,"Tardisodes: Prelude to the Age of Steel","Tardisodes: Prelude to the Age of Steel",https://www.imdb.com/title/tt0912306/,TV Episode,6.4,1,2006,"Short, Drama, Sci-Fi",56,2006-05-06,"Ashley Way",,
36,tt0756447,2022-03-29,2022-03-29,,"Doctor Who: The Age of Steel","Doctor Who: The Age of Steel",https://www.imdb.com/title/tt0756447/,TV Episode,7.8,45,2006,"Adventure, Drama, Sci-Fi",8755,2006-11-03,"Graeme Harper",,
